ht,pot,mix,u,v,ws,,ht_new,pot_new,mix_new,u_new,v_new,ws_new,,ht_smooth_new,pot_smooth_new,mix_smooth_new,u_smooth_new,v_smooth_new,ws_smooth_new,,Dir_1,Dir_2
1931,252.15,1.823,17.22,-12.37,21.20248335,,1931,252.15,1.823,16.41,-11.79,20.20248335,,1931,252.15,1.823,16.41,-11.79,20.20248335,,0.622751982977513,2.193940945205
1934.3,252.12,1.823,17.32,-12.4,21.30123001,,1934.3,252.12,1.823,16.51,-11.82,20.30123001,,1934.3,252.12,1.823,16.51,-11.82,20.30123001,,0.621078707298238,2.19226607820101
1937.6,251.99,1.823,17.42,-12.43,21.40003037,,1937.6,251.99,1.823,16.61,-11.85,20.40003037,,1937.6,251.99,1.823,16.61,-11.85,20.40003037,,0.619421457221433,2.1906075246304
1940.8,251.96,1.824,17.42,-12.43,21.40003037,,1940.8,251.96,1.824,16.61,-11.85,20.40003037,,1940.8,251.96,1.824,16.61,-11.85,20.40003037,,0.619421457221433,2.1906075246304
1944.1,251.92,1.824,17.53,-12.45,21.50124182,,1944.1,251.92,1.824,16.71,-11.87,20.50124182,,1944.1,251.92,1.824,16.71,-11.87,20.50124182,,0.617941871819881,2.18828487902244
1947.4,251.88,1.824,17.53,-12.45,21.50124182,,1947.4,251.88,1.824,16.71,-11.87,20.50124182,,1947.4,251.88,1.824,16.71,-11.87,20.50124182,,0.617941871819881,2.18828487902244
1950.6,251.75,1.824,17.63,-12.48,21.60016898,,1950.6,251.75,1.824,16.81,-11.9,20.60016898,,1950.6,251.75,1.824,16.81,-11.9,20.60016898,,0.616317277855363,2.18666175434042
1954.8,251.7,1.825,17.63,-12.48,21.60016898,,1954.8,251.7,1.825,16.81,-11.9,20.60016898,,1954.8,251.7,1.825,16.81,-11.9,20.60016898,,0.616317277855363,2.18666175434042
1959.5,251.67,1.825,17.73,-12.51,21.69914745,,1959.5,251.67,1.825,16.91,-11.93,20.69914745,,1959.5,251.67,1.825,16.91,-11.93,20.69914745,,0.614708043082167,2.18505423188087
1964.3,251.62,1.825,17.75,-12.48,21.69822343,,1964.3,251.62,1.825,16.93,-11.9,20.69822343,,1964.3,251.62,1.825,16.93,-11.9,20.69822343,,0.612967206739666,2.18331317126612
1969.1,251.59,1.825,17.84,-12.54,21.80635687,,1969.1,251.59,1.825,17.02,-11.96,20.80635687,,1969.1,251.59,1.825,17.02,-11.96,20.80635687,,0.612837465570184,2.18318576714083
1973.9,251.45,1.825,17.86,-12.5,21.79976147,,1973.9,251.45,1.825,17.04,-11.93,20.79976147,,1973.9,251.45,1.825,17.04,-11.93,20.79976147,,0.610711589130994,2.18164671247993
1978.6,251.4,1.825,17.94,-12.56,21.89970776,,1978.6,251.4,1.825,17.12,-11.99,20.89970776,,1978.6,251.4,1.825,17.12,-11.99,20.89970776,,0.610868436221243,2.18180293278581
1983.4,251.37,1.825,17.96,-12.53,21.8989155,,1983.4,251.37,1.825,17.14,-11.96,20.8989155,,1983.4,251.37,1.825,17.14,-11.96,20.8989155,,0.609143722674934,2.18007795379857
1988.2,251.32,1.825,18.04,-12.59,21.99885679,,1988.2,251.32,1.825,17.22,-12.02,20.99885679,,1988.2,251.32,1.825,17.22,-12.02,20.99885679,,0.609307307683634,2.18024089559834
1992.9,251.19,1.826,18.07,-12.56,22.00632864,,1992.9,251.19,1.826,17.25,-11.99,21.00632864,,1992.9,251.19,1.826,17.25,-11.99,21.00632864,,0.607318703480782,2.17825225907335
1997.7,251.15,1.826,18.15,-12.61,22.10055655,,1997.7,251.15,1.826,17.33,-12.04,21.10055655,,1997.7,251.15,1.826,17.33,-12.04,21.10055655,,0.607100935521021,2.17803390434538
2002.5,251.11,1.826,18.17,-12.58,22.09989366,,2002.5,251.11,1.826,17.35,-12.01,21.09989366,,2002.5,251.11,1.826,17.35,-12.01,21.09989366,,0.605392094999463,2.17632542552417
2007.3,251.07,1.826,18.27,-12.61,22.1992117,,2007.3,251.07,1.826,17.45,-12.04,21.1992117,,2007.3,251.07,1.826,17.45,-12.04,21.1992117,,0.603870806962503,2.17480405015685
2012,250.94,1.827,18.27,-12.61,22.1992117,,2012,250.94,1.827,17.45,-12.04,21.1992117,,2012,250.94,1.827,17.45,-12.04,21.1992117,,0.603870806962503,2.17480405015685
2016.8,250.89,1.827,18.38,-12.63,22.30115019,,2016.8,250.89,1.827,17.56,-12.06,21.30115019,,2016.8,250.89,1.827,17.56,-12.06,21.30115019,,0.601710424073562,2.17264418337499
2021.5,250.86,1.827,18.38,-12.63,22.30115019,,2021.5,250.86,1.827,17.56,-12.06,21.30115019,,2021.5,250.86,1.827,17.56,-12.06,21.30115019,,0.601710424073562,2.17264418337499
2025,250.73,1.827,18.48,-12.66,22.40058035,,2025,250.73,1.827,17.66,-12.09,21.40058035,,2025,250.73,1.827,17.66,-12.09,21.40058035,,0.600220190801034,2.17115437894472
2028.5,250.7,1.827,18.48,-12.66,22.40058035,,2028.5,250.7,1.827,17.66,-12.09,21.40058035,,2028.5,250.7,1.827,17.66,-12.09,21.40058035,,0.600220190801034,2.17115437894472
2032,250.66,1.827,18.59,-12.68,22.50267762,,2032,250.66,1.827,17.76,-12.12,21.50267762,,2032,250.66,1.827,17.76,-12.12,21.50267762,,0.598922304391878,2.16959519915612
2035.5,250.54,1.828,18.59,-12.68,22.50267762,,2035.5,250.54,1.828,17.76,-12.12,21.50267762,,2035.5,250.54,1.828,17.76,-12.12,21.50267762,,0.598922304391878,2.16959519915612
2039,250.51,1.828,18.69,-12.7,22.59659488,,2039,250.51,1.828,17.86,-12.14,21.59659488,,2039,250.51,1.828,17.86,-12.14,21.59659488,,0.597077561520765,2.16775004559239
2042.5,250.48,1.828,18.69,-12.7,22.59659488,,2042.5,250.48,1.828,17.86,-12.14,21.59659488,,2042.5,250.48,1.828,17.86,-12.14,21.59659488,,0.597077561520765,2.16775004559239
2046,250.35,1.829,18.88,-12.78,22.79874558,,2046,250.35,1.829,18.05,-12.22,21.79874558,,2046,250.35,1.829,18.05,-12.22,21.79874558,,0.595212632029583,2.16588563881602
2049.5,250.32,1.829,18.96,-12.84,22.89862878,,2049.5,250.32,1.829,18.13,-12.28,21.89862878,,2049.5,250.32,1.829,18.13,-12.28,21.89862878,,0.595433003852036,2.16610663008101
2053,250.29,1.829,19.15,-12.92,23.10084198,,2053,250.29,1.829,18.32,-12.36,22.10084198,,2053,250.29,1.829,18.32,-12.36,22.10084198,,0.593608410184656,2.16428282800545
2056.4,250.26,1.829,19.23,-12.97,23.19512449,,2056.4,250.26,1.829,18.4,-12.41,22.19512449,,2056.4,250.26,1.829,18.4,-12.41,22.19512449,,0.593459652697531,2.16413457523841
2059.9,250.13,1.829,19.42,-13.05,23.39741225,,2059.9,250.13,1.829,18.59,-12.49,22.39741225,,2059.9,250.13,1.829,18.59,-12.49,22.39741225,,0.591676808581016,2.16235282775633
2063.4,250.1,1.829,19.51,-13.11,23.50557806,,2063.4,250.1,1.829,18.68,-12.55,22.50557806,,2063.4,250.1,1.829,18.68,-12.55,22.50557806,,0.59165914950927,2.16233574846111
2066.9,250.07,1.829,19.69,-13.18,23.69406044,,2066.9,250.07,1.829,18.86,-12.62,22.69406044,,2066.9,250.07,1.829,18.86,-12.62,22.69406044,,0.589795471064468,2.16047337578872
2070.4,250.04,1.829,19.86,-13.3,23.90208359,,2070.4,250.04,1.829,19.03,-12.74,22.90208359,,2070.4,250.04,1.829,19.03,-12.74,22.90208359,,0.590021416608972,2.16070034318576
2073.9,249.91,1.83,19.94,-13.35,23.99637681,,2073.9,249.91,1.83,19.11,-12.79,22.99637681,,2073.9,249.91,1.83,19.11,-12.79,22.99637681,,0.589892518672302,2.16057195673692
2077.4,249.87,1.83,20.13,-13.43,24.19879749,,2077.4,249.87,1.83,19.3,-12.88,23.19879749,,2077.4,249.87,1.83,19.3,-12.88,23.19879749,,0.588201999013742,2.15940117225641
2080.9,249.85,1.83,20.22,-13.48,24.3014156,,2080.9,249.85,1.83,19.39,-12.93,23.3014156,,2080.9,249.85,1.83,19.39,-12.93,23.3014156,,0.587843958444431,2.15904137858238
2084.8,249.81,1.83,20.41,-13.56,24.50391193,,2084.8,249.81,1.83,19.58,-13.01,23.50391193,,2084.8,249.81,1.83,19.58,-13.01,23.50391193,,0.586192826017671,2.15738703848395
2088.8,249.77,1.83,20.49,-13.61,24.59821538,,2088.8,249.77,1.83,19.66,-13.06,23.59821538,,2088.8,249.77,1.83,19.66,-13.06,23.59821538,,0.586082490227492,2.15727513784747
2092.7,249.74,1.83,20.68,-13.69,24.8007762,,2092.7,249.74,1.83,19.85,-13.14,23.8007762,,2092.7,249.74,1.83,19.85,-13.14,23.8007762,,0.584466775438143,2.15565654002108
2096.6,249.7,1.83,20.76,-13.74,24.89508385,,2096.6,249.7,1.83,19.93,-13.19,23.89508385,,2096.6,249.7,1.83,19.93,-13.19,23.89508385,,0.584364614033377,2.1555528650862
2100.5,249.76,1.83,20.93,-13.85,25.09755765,,2100.5,249.76,1.83,20.1,-13.3,24.09755765,,2100.5,249.76,1.83,20.1,-13.3,24.09755765,,0.584280047963728,2.15546503863717
2104.5,249.73,1.83,21.04,-13.87,25.20036706,,2104.5,249.73,1.83,20.21,-13.32,24.20036706,,2104.5,249.73,1.83,20.21,-13.32,24.20036706,,0.58246123846567,2.1536454264097
2108.4,249.69,1.83,21.21,-13.98,25.40284433,,2108.4,249.69,1.83,20.38,-13.43,24.40284433,,2108.4,249.69,1.83,20.38,-13.43,24.40284433,,0.582393522316472,2.15357452963115
2112.3,249.66,1.829,21.29,-14.04,25.50266065,,2112.3,249.66,1.829,20.46,-13.49,24.50266065,,2112.3,249.66,1.829,20.46,-13.49,24.50266065,,0.582642895531427,2.1538222023987
2116.2,249.62,1.829,21.48,-14.11,25.69985409,,2116.2,249.62,1.829,20.64,-13.56,24.69985409,,2116.2,249.62,1.829,20.64,-13.56,24.69985409,,0.581513120023559,2.15195301601704
2120.2,249.68,1.219,21.56,-14.16,25.79416988,,2120.2,249.68,1.219,20.72,-13.61,24.79416988,,2120.2,249.68,1.219,20.72,-13.61,24.79416988,,0.581425982340498,2.15186719727745
2124.1,249.64,1.219,21.76,-14.24,26.00529177,,2124.1,249.64,1.219,20.92,-13.69,25.00529177,,2124.1,249.64,1.219,20.92,-13.69,25.00529177,,0.5797074995857,2.15015109875842
2128,249.61,1.219,21.84,-14.29,26.09961111,,2128,249.61,1.219,21,-13.74,25.09961111,,2128,249.61,1.219,21,-13.74,25.09961111,,0.579628196250986,2.15007309850494
2132,249.58,1.219,22.01,-14.4,26.30209307,,2132,249.58,1.219,21.17,-13.85,25.30209307,,2132,249.58,1.219,21.17,-13.85,25.30209307,,0.579585609669005,2.15003331303083
2135.3,249.64,1.219,22.12,-14.42,26.40512829,,2135.3,249.64,1.219,21.28,-13.87,25.40512829,,2135.3,249.64,1.219,21.28,-13.87,25.40512829,,0.577873450235126,2.1483222199084
2137.9,249.71,1.218,22.28,-14.53,26.59923495,,2137.9,249.71,1.218,21.44,-13.98,25.59923495,,2137.9,249.71,1.218,21.44,-13.98,25.59923495,,0.578058558548541,2.14850998952188
2140.6,249.78,1.218,22.37,-14.58,26.70193439,,2140.6,249.78,1.218,21.53,-14.03,25.70193439,,2140.6,249.78,1.218,21.53,-14.03,25.70193439,,0.577774618406477,2.14822738867635
2143.3,249.85,0.609,22.56,-14.65,26.89936988,,2143.3,249.85,0.609,21.72,-14.11,25.89936988,,2143.3,249.85,0.609,21.72,-14.11,25.89936988,,0.57603232407142,2.14694799299384
2146,249.91,0.608,22.64,-14.71,26.99914258,,2146,249.91,0.608,21.8,-14.17,25.99914258,,2146,249.91,0.608,21.8,-14.17,25.99914258,,0.576291592140536,2.14720687853918
2148.6,249.98,0.608,22.81,-14.81,27.19617988,,2148.6,249.98,0.608,21.97,-14.27,26.19617988,,2148.6,249.98,0.608,21.97,-14.27,26.19617988,,0.575956204081658,2.14687049967615
2151.3,249.96,0.608,22.95,-14.79,27.30286798,,2151.3,249.96,0.608,22.11,-14.25,26.30286798,,2151.3,249.96,0.608,22.11,-14.25,26.30286798,,0.572419735076649,2.14333309314664
2154,250.03,0.608,22.97,-14.75,27.29804755,,2154,250.03,0.608,22.13,-14.21,26.29804755,,2154,250.03,0.608,22.13,-14.21,26.29804755,,0.570729039393321,2.14164255572739
2156.6,250,0.608,23.08,-14.76,27.39605811,,2156.6,250,0.608,22.24,-14.22,26.39605811,,2156.6,250,0.608,22.24,-14.22,26.39605811,,0.568796064648343,2.13970958538295
2159.3,249.98,0.608,23.11,-14.72,27.39982664,,2159.3,249.98,0.608,22.27,-14.18,26.39982664,,2159.3,249.98,0.608,22.27,-14.18,26.39982664,,0.566906780023628,2.1378210069993
2162,249.95,0.608,23.24,-14.69,27.49352105,,2162,249.95,0.608,22.39,-14.16,26.49352105,,2162,249.95,0.608,22.39,-14.16,26.49352105,,0.56402116258602,2.13467721821156
2164.7,249.92,0.608,23.27,-14.65,27.49755262,,2164.7,249.92,0.608,22.42,-14.12,26.49755262,,2164.7,249.92,0.608,22.42,-14.12,26.49755262,,0.562141041973876,2.13279604029018
2167.3,249.91,0.608,23.38,-14.67,27.60132787,,2167.3,249.91,0.608,22.53,-14.14,26.60132787,,2167.3,249.91,0.608,22.53,-14.14,26.60132787,,0.560573753729549,2.13122862166271
2170,249.88,0.608,23.49,-14.68,27.69986462,,2170,249.88,0.608,22.64,-14.15,26.69986462,,2170,249.88,0.608,22.64,-14.15,26.69986462,,0.55870106136243,2.12935589485852
2172.7,249.85,0.608,23.54,-14.6,27.70002888,,2172.7,249.85,0.608,22.69,-14.07,26.70002888,,2172.7,249.85,0.608,22.69,-14.07,26.70002888,,0.555168164900598,2.12582270885386
2175.3,249.73,0.608,23.65,-14.61,27.79882372,,2175.3,249.73,0.608,22.8,-14.08,26.79882372,,2175.3,249.73,0.608,22.8,-14.08,26.79882372,,0.553321702671673,2.12397701431694
2178,249.71,0.608,23.68,-14.57,27.8033685,,2178,249.71,0.608,22.83,-14.05,26.8033685,,2178,249.71,0.608,22.83,-14.05,26.8033685,,0.55146358158193,2.12255748254399
2180.7,249.68,0.608,23.79,-14.58,27.90233861,,2180.7,249.68,0.608,22.94,-14.06,26.90233861,,2180.7,249.68,0.608,22.94,-14.06,26.90233861,,0.549637439922123,2.12073054106366
2183.3,249.66,0.608,23.92,-14.55,27.99765883,,2183.3,249.66,0.608,23.07,-14.03,26.99765883,,2183.3,249.66,0.608,23.07,-14.03,26.99765883,,0.54617311254004,2.11726647143758
2186,249.64,0.608,23.95,-14.5,27.99736595,,2186,249.64,0.608,23.09,-13.98,26.99736595,,2186,249.64,0.608,23.09,-13.98,26.99736595,,0.544727316637856,2.11510675515151
2188.7,249.61,0.608,24.06,-14.51,28.09668486,,2188.7,249.61,0.608,23.2,-13.99,27.09668486,,2188.7,249.61,0.608,23.2,-13.99,27.09668486,,0.542940228326451,2.11332045851298
2191.3,249.58,0.608,24.09,-14.47,28.10176151,,2191.3,249.58,0.608,23.23,-13.96,27.10176151,,2191.3,249.58,0.608,23.23,-13.96,27.10176151,,0.541105349493082,2.11191558848846
2194,249.57,0.608,24.2,-14.48,28.2012482,,2194,249.57,0.608,23.34,-13.97,27.2012482,,2194,249.57,0.608,23.34,-13.97,27.2012482,,0.539337983913115,2.11014749309139
2196.7,249.45,0.608,24.25,-14.4,28.20323563,,2196.7,249.45,0.608,23.39,-13.89,27.20323563,,2196.7,249.45,0.608,23.39,-13.89,27.20323563,,0.535871084163716,2.1066799866745
2199.3,249.42,0.608,24.36,-14.41,28.30296274,,2199.3,249.42,0.608,23.5,-13.9,27.30296274,,2199.3,249.42,0.608,23.5,-13.9,27.30296274,,0.534128848152771,2.10493776600285
2202,249.4,0.608,24.47,-14.41,28.39769357,,2202,249.4,0.608,23.61,-13.9,27.39769357,,2202,249.4,0.608,23.61,-13.9,27.39769357,,0.532084581565602,2.10289383906278
2204.7,249.37,0.608,24.5,-14.37,28.4032903,,2204.7,249.37,0.608,23.64,-13.86,27.4032903,,2204.7,249.37,0.608,23.64,-13.86,27.4032903,,0.530270821063911,2.10108070021804
2207.5,249.34,0.608,24.61,-14.38,28.50327174,,2207.5,249.34,0.608,23.75,-13.88,27.50327174,,2207.5,249.34,0.608,23.75,-13.88,27.50327174,,0.52856102464014,2.09979279361824
2210.3,249.33,0.608,24.66,-14.29,28.50122278,,2210.3,249.33,0.608,23.79,-13.79,27.50122278,,2210.3,249.33,0.608,23.79,-13.79,27.50122278,,0.525541426563333,2.0960497126246
2213.2,249.3,0.608,24.77,-14.3,28.60144926,,2213.2,249.3,0.608,23.9,-13.8,27.60144926,,2213.2,249.3,0.608,23.9,-13.8,27.60144926,,0.523856403172128,2.09436478792234
2216,249.18,0.609,24.88,-14.31,28.70175082,,2216,249.18,0.609,24.01,-13.81,27.70175082,,2216,249.18,0.609,24.01,-13.81,27.70175082,,0.522183406810072,2.09269211657745
2218.8,249.16,0.609,24.9,-14.26,28.69420847,,2218.8,249.16,0.609,24.03,-13.76,27.69420847,,2218.8,249.16,0.609,24.03,-13.76,27.69420847,,0.520259032567157,2.09076711281159
2221.7,249.13,0.609,25.02,-14.27,28.80335571,,2221.7,249.13,0.609,24.15,-13.77,27.80335571,,2221.7,249.13,0.609,24.15,-13.77,27.80335571,,0.518426011248822,2.08893497149801
2224.5,249.1,0.609,25.13,-14.27,28.89895846,,2224.5,249.1,0.609,24.26,-13.78,27.89895846,,2224.5,249.1,0.609,24.26,-13.78,27.89895846,,0.516472518955802,2.0873946735493
2227.4,249.09,0.609,25.15,-14.23,28.89663302,,2227.4,249.09,0.609,24.28,-13.74,27.89663302,,2227.4,249.09,0.609,24.28,-13.74,27.89663302,,0.514871652267637,2.08579369344575
2230.2,249.06,0.609,25.29,-14.19,28.99896895,,2230.2,249.06,0.609,24.42,-13.7,27.99896895,,2230.2,249.06,0.609,24.42,-13.7,27.99896895,,0.511165440720412,2.08208753217001
2233.1,249.03,0.609,25.29,-14.19,28.99896895,,2233.1,249.03,0.609,24.42,-13.7,27.99896895,,2233.1,249.03,0.609,24.42,-13.7,27.99896895,,0.511165440720412,2.08208753217001
2235.9,248.91,0.609,25.4,-14.2,29.09982818,,2235.9,248.91,0.609,24.53,-13.71,28.09982818,,2235.9,248.91,0.609,24.53,-13.71,28.09982818,,0.509560300749295,2.08048250797911
2238.7,248.89,0.609,25.49,-14.25,29.20278411,,2238.7,248.89,0.609,24.62,-13.76,28.20278411,,2238.7,248.89,0.609,24.62,-13.76,28.20278411,,0.509551309949431,2.0804730620428
2241.6,248.86,0.609,25.51,-14.2,29.19589183,,2241.6,248.86,0.609,24.64,-13.71,28.19589183,,2241.6,248.86,0.609,24.64,-13.71,28.19589183,,0.507656460143954,2.07857918269363
2244.5,248.84,0.609,25.63,-14.2,29.30080033,,2244.5,248.84,0.609,24.76,-13.72,28.30080033,,2244.5,248.84,0.609,24.76,-13.72,28.30080033,,0.505594040545293,2.07692159942535
2247.3,248.82,0.609,25.71,-14.25,29.39500978,,2247.3,248.82,0.609,24.84,-13.77,28.39500978,,2247.3,248.82,0.609,24.84,-13.77,28.39500978,,0.505770171008446,2.07709587794114
2250.2,248.79,0.609,25.74,-14.21,29.4018996,,2250.2,248.79,0.609,24.86,-13.73,28.4018996,,2250.2,248.79,0.609,24.86,-13.73,28.4018996,,0.504753788959662,2.07535181785804
2253.1,248.76,0.609,25.83,-14.26,29.50485553,,2253.1,248.76,0.609,24.95,-13.78,28.50485553,,2253.1,248.76,0.609,24.95,-13.78,28.50485553,,0.50476225211987,2.07536100369279
2255.9,248.73,0.609,25.94,-14.26,29.60120268,,2255.9,248.73,0.609,25.06,-13.78,28.60120268,,2255.9,248.73,0.609,25.06,-13.78,28.60120268,,0.502903337373043,2.07350164497696
2258.8,248.71,0.609,25.96,-14.21,29.5946904,,2258.8,248.71,0.609,25.08,-13.73,28.5946904,,2258.8,248.71,0.609,25.08,-13.73,28.5946904,,0.501034954768407,2.07163237440568
2261.7,248.69,0.609,26.05,-14.26,29.69764469,,2261.7,248.69,0.609,25.17,-13.78,28.69764469,,2261.7,248.69,0.609,25.17,-13.78,28.69764469,,0.501056700372298,2.07165484158216
